,ID,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,TARGET,CODE_GENDER_M
43155,5125379,0,202500.0,365243,1,0,0,0,1,0
43156,5125384,0,360000.0,365243,1,0,0,0,1,0
43157,5125385,0,360000.0,365243,1,0,0,0,1,0
43158,5125386,0,360000.0,365243,1,0,0,0,1,0
43159,5125387,0,135000.0,-3026,1,1,1,0,1,0
43160,5125388,0,135000.0,-3026,1,1,1,0,1,0
43163,5125391,0,135000.0,-3026,1,1,1,0,0,0
43166,5125394,0,292500.0,-713,1,0,0,0,1,1
43167,5125395,0,292500.0,-713,1,0,0,0,0,1
43169,5125397,0,112500.0,-834,1,0,0,0,1,1
43171,5125399,0,112500.0,-834,1,0,0,0,1,1
43178,5125406,1,81000.0,-1291,1,0,0,1,1,0
43179,5125407,1,81000.0,-1291,1,0,0,1,1,0
43182,5125410,0,135000.0,-2995,1,0,0,0,1,1
43187,5125414,2,130500.0,-2905,1,1,1,0,1,1
43188,5125415,2,130500.0,-2905,1,1,1,0,0,1
43194,5125422,0,247500.0,-560,1,0,0,0,1,0
43195,5125425,1,189000.0,-864,1,0,0,1,1,0
43196,5125427,1,189000.0,-864,1,0,0,1,1,0
43197,5125428,1,189000.0,-864,1,0,0,1,0,0
43199,5125429,0,315000.0,-12949,1,0,0,0,0,0
43200,5125430,0,315000.0,-12949,1,0,0,0,0,0
43201,5125431,0,162000.0,-1048,1,0,0,0,0,1
43202,5125432,0,162000.0,-1048,1,0,0,0,0,1
43203,5125433,0,162000.0,-1048,1,0,0,0,1,1
43206,5125440,1,810000.0,-4456,1,1,1,1,0,1
43207,5125441,1,810000.0,-4456,1,1,1,1,1,1
43208,5125443,1,810000.0,-4456,1,1,1,1,0,1
43213,5125447,0,337500.0,-438,1,0,1,1,0,0
43214,5125452,0,337500.0,-438,1,0,1,1,0,0
43215,5125453,0,337500.0,-438,1,0,1,1,0,0
43216,5125454,0,337500.0,-438,1,0,1,1,1,0
43217,5125455,0,337500.0,-438,1,0,1,1,0,0
43218,5125456,0,337500.0,-438,1,0,1,1,0,0
43223,5125461,1,112500.0,-287,1,0,0,1,0,0
43224,5125462,1,112500.0,-5155,1,0,0,0,0,1
43225,5125463,1,112500.0,-5155,1,0,0,0,0,1
43226,5125464,1,112500.0,-5155,1,0,0,0,1,1
43228,5125466,1,112500.0,-5155,1,0,0,0,1,1
43229,5125467,1,112500.0,-5155,1,0,0,0,1,1
43230,5125468,1,112500.0,-5155,1,0,0,0,0,1
43231,5125471,1,450000.0,-1748,1,0,0,0,1,1
43234,5125474,0,207000.0,-3117,1,0,1,0,1,0
43235,5125475,0,207000.0,-3117,1,0,1,0,1,0
43237,5125476,0,202500.0,365243,1,0,0,0,1,0
43239,5125478,0,202500.0,365243,1,0,0,0,1,0
43240,5125481,0,180000.0,-1595,1,1,1,0,1,1
43241,5125482,0,58500.0,365243,1,0,0,0,0,0
43242,5125483,0,58500.0,365243,1,0,0,0,1,0
43243,5125484,0,58500.0,365243,1,0,0,0,1,0
43244,5125485,0,58500.0,365243,1,0,0,0,1,0
43246,5125487,1,135000.0,-1078,1,0,0,0,1,1
43248,5125489,1,135000.0,-1078,1,0,0,0,0,1
43249,5125490,1,135000.0,-1078,1,0,0,0,1,1
43250,5125491,1,135000.0,-1078,1,0,0,0,1,1
43251,5125495,0,315000.0,-2417,1,0,1,0,1,1
43252,5125497,0,315000.0,-2417,1,0,1,0,1,1
43253,5125500,0,112500.0,-652,1,0,1,0,1,1
43254,5125501,0,121500.0,365243,1,0,0,0,1,0
43255,5125502,0,121500.0,365243,1,0,0,0,1,0
43257,5125504,0,121500.0,365243,1,0,0,0,1,0
43259,5125509,1,202500.0,-104,1,0,1,0,0,1
43260,5125510,1,202500.0,-104,1,0,1,0,0,1
43263,5125515,1,202500.0,-104,1,0,1,0,0,1
43264,5125516,1,202500.0,-104,1,0,1,0,1,1
43266,5125518,1,202500.0,-104,1,0,1,0,1,1
43267,5125519,1,202500.0,-104,1,0,1,0,1,1
43270,5125523,2,171000.0,-5674,1,1,1,0,0,1
43271,5125524,2,171000.0,-5674,1,1,1,0,0,1
43272,5125525,2,171000.0,-5674,1,1,1,0,0,1
43273,5125526,2,171000.0,-5674,1,1,1,0,1,1
43274,5125527,2,171000.0,-5674,1,1,1,0,0,1
43275,5125528,2,171000.0,-5674,1,1,1,0,0,1
43278,5125530,0,58500.0,365243,1,0,0,0,1,0
43279,5125531,0,58500.0,365243,1,0,0,0,0,0
43280,5125532,0,58500.0,365243,1,0,0,0,1,0
43281,5125533,0,49500.0,-195,1,1,0,0,1,0
43282,5125534,0,49500.0,-195,1,1,0,0,1,0
43283,5125535,0,225000.0,-1291,1,1,0,0,1,1
43284,5125536,1,180000.0,-4213,1,1,1,0,1,1
43285,5125537,1,180000.0,-4213,1,1,1,0,1,1
43287,5125539,0,180000.0,-2417,1,1,1,0,1,1
43288,5125540,0,180000.0,-2417,1,1,1,0,1,1
43289,5125542,0,180000.0,-2417,1,1,1,0,1,1
43290,5125543,0,427500.0,-1565,1,1,0,0,1,1
43291,5125544,0,427500.0,-1565,1,1,0,0,0,1
43292,5125545,0,427500.0,-1565,1,1,0,0,0,1
43293,5125546,0,427500.0,-1565,1,1,0,0,1,1
43294,5125547,0,427500.0,-1565,1,1,0,0,1,1
43296,5125548,0,225000.0,-1595,1,0,1,0,1,0
43297,5125549,0,225000.0,-1595,1,0,1,0,1,0
43298,5125550,0,225000.0,-1595,1,0,1,0,1,0
43299,5125551,0,225000.0,-1595,1,0,1,0,1,0
43301,5125553,0,94500.0,-622,1,1,0,0,1,0
43304,5125556,0,94500.0,-622,1,1,0,0,1,0
43305,5125557,0,94500.0,-622,1,1,0,0,0,0
43306,5125558,0,94500.0,-622,1,1,0,0,0,0
43308,5125560,0,225000.0,-2814,1,1,0,0,1,1
43310,5125561,3,135000.0,-1017,1,1,0,0,0,0
43314,5125565,0,148500.0,-3026,1,1,0,0,0,1
43315,5125566,0,148500.0,-3026,1,1,0,0,0,1
43316,5125567,0,148500.0,-3026,1,1,0,0,0,1
43317,5125568,0,148500.0,-3026,1,1,0,0,1,1
43318,5125569,0,148500.0,-3026,1,1,0,0,1,1
43321,5125572,0,148500.0,-3026,1,1,0,0,0,1
43323,5125577,0,90000.0,-379,1,0,1,0,1,0
43324,5125579,0,315000.0,-134,1,1,1,0,0,1
43325,5125580,0,315000.0,-134,1,1,1,0,1,1
43326,5125581,0,315000.0,-134,1,1,1,0,0,1
43327,5125584,0,121500.0,365243,1,0,1,0,1,0
43328,5125585,0,121500.0,365243,1,0,1,0,1,0
43329,5125590,0,121500.0,365243,1,0,1,0,0,0
43330,5125591,0,121500.0,365243,1,0,1,0,0,0
43331,5125592,0,121500.0,365243,1,0,1,0,1,0
43334,5125593,0,157500.0,-1868,1,0,1,0,0,0
43335,5125594,0,157500.0,-1868,1,0,1,0,1,0
43336,5125595,0,157500.0,-1868,1,0,1,0,0,0
43337,5125596,0,157500.0,-1868,1,0,1,0,1,0
43339,5125597,0,90000.0,-195,1,1,0,0,1,0
43340,5125599,0,450000.0,-2783,1,0,0,0,1,0
43342,5125601,0,450000.0,-2783,1,0,0,0,1,0
43343,5125602,0,450000.0,-2783,1,0,0,0,0,0
43344,5125603,0,450000.0,-2783,1,0,0,0,0,0
43345,5125604,0,450000.0,-2783,1,0,0,0,1,0
43346,5125605,1,243000.0,-379,1,0,0,0,0,0
43347,5125606,1,243000.0,-379,1,0,0,0,0,0
43350,5125608,0,202500.0,-3240,1,1,1,1,0,0
43351,5125609,0,247500.0,-1200,1,0,0,1,0,1
43353,5125611,0,247500.0,-1200,1,0,0,1,0,1
43354,5125612,0,247500.0,-1200,1,0,0,1,1,1
43356,5125613,0,126000.0,-3666,1,1,0,0,1,0
43358,5125615,0,126000.0,-3666,1,1,0,0,1,0
43359,5125616,0,126000.0,-3666,1,1,0,0,0,0
43360,5125617,0,126000.0,-3666,1,1,0,0,1,0
43361,5125618,0,126000.0,-3666,1,1,0,0,1,0
43362,5125619,0,126000.0,-3666,1,1,0,0,1,0
43365,5125620,0,112500.0,-4397,1,0,0,0,1,1
43366,5125621,0,112500.0,-4397,1,0,0,0,1,1
43367,5125622,0,112500.0,-4397,1,0,0,0,1,1
43368,5125623,0,112500.0,-4397,1,0,0,0,1,1
43369,5125624,0,112500.0,-4397,1,0,0,0,1,1
43370,5125625,0,112500.0,-4397,1,0,0,0,1,1
43371,5125626,0,112500.0,-4397,1,0,0,0,1,1
43373,5125630,0,225000.0,-379,1,1,1,0,0,0
43375,5125635,1,292500.0,-7835,1,0,1,0,1,1
43376,5125636,1,292500.0,-7835,1,0,1,0,1,1
43377,5125637,1,292500.0,-7835,1,0,1,0,0,1
43378,5125638,1,292500.0,-7835,1,0,1,0,0,1
43379,5125639,1,292500.0,-7835,1,0,1,0,1,1
43382,5125641,0,157500.0,-3574,1,1,1,0,1,1
43383,5125642,0,157500.0,-3574,1,1,1,0,1,1
43384,5125643,0,112500.0,-2875,1,1,1,0,0,0
43385,5125644,0,112500.0,-2875,1,1,1,0,0,0
43386,5125650,0,117000.0,365243,1,0,0,0,0,0
43387,5125651,0,117000.0,365243,1,0,0,0,1,0
43389,5125653,0,175500.0,-3635,1,0,0,1,0,0
43390,5125655,0,247500.0,-803,1,1,0,0,1,1
43391,5125656,0,247500.0,-803,1,1,0,0,1,1
43392,5125657,0,247500.0,-803,1,1,0,0,1,1
43396,5125663,0,45000.0,-3666,1,1,1,0,1,0
43397,5125664,0,45000.0,-3666,1,1,1,0,1,0
43399,5125666,0,45000.0,-3666,1,1,1,0,1,0
43400,5125669,0,45000.0,-3666,1,1,1,0,1,0
43401,5125670,0,45000.0,-3666,1,1,1,0,1,0
43402,5125671,0,45000.0,-3666,1,1,1,0,1,0
43403,5125672,0,45000.0,-3666,1,1,1,0,0,0
43406,5125674,0,292500.0,-1991,1,0,0,0,0,0
43408,5125676,0,292500.0,-1991,1,0,0,0,0,0
43409,5125677,0,292500.0,-1991,1,0,0,0,0,0
43410,5125678,0,337500.0,-1718,1,1,0,0,0,0
43411,5125679,0,337500.0,-1718,1,1,0,0,0,0
43412,5125680,0,337500.0,-1718,1,1,0,0,0,0
43413,5125681,0,337500.0,-1718,1,1,0,0,1,0
43414,5125682,1,225000.0,-3694,1,0,0,0,1,0
43417,5125686,1,225000.0,-3694,1,0,0,0,1,0
43418,5125687,1,225000.0,-3694,1,0,0,0,1,0
43419,5125688,1,225000.0,-3694,1,0,0,0,0,0
43420,5125689,1,225000.0,-3694,1,0,0,0,1,0
43421,5125690,1,225000.0,-3694,1,0,0,0,0,0
43422,5125693,1,135000.0,-1779,1,0,0,0,0,1
43425,5125696,1,135000.0,-1779,1,0,0,0,1,1
43428,5125699,1,135000.0,-1779,1,0,0,0,0,1
43429,5125700,1,135000.0,-1779,1,0,0,0,1,1
43432,5125703,1,207000.0,-2478,1,0,1,1,0,0
43437,5125707,0,135000.0,-622,1,0,1,0,1,0
43438,5125708,0,135000.0,-622,1,0,1,0,1,0
43439,5125710,0,135000.0,-622,1,0,1,0,1,0
43440,5125712,0,135000.0,-622,1,0,1,0,1,0
43442,5125717,0,135000.0,-622,1,0,1,0,1,0
43443,5125718,0,135000.0,-622,1,0,1,0,1,0
43445,5125720,0,135000.0,-622,1,0,1,0,1,0
43446,5125721,0,112500.0,-2325,1,1,1,0,1,1
43447,5125722,0,112500.0,-2325,1,1,1,0,1,1
43449,5125725,0,202500.0,-14775,1,0,0,0,1,0
43450,5125726,0,202500.0,-14775,1,0,0,0,0,0
43453,5125729,1,119700.0,-3329,1,0,1,0,1,0
43456,5125734,0,81000.0,-2691,1,0,0,0,1,0
43457,5125735,0,81000.0,-2691,1,0,0,0,1,0
43462,5125743,0,81000.0,-2691,1,0,0,0,1,0
43465,5125744,0,144000.0,-1779,1,0,1,0,0,1
43466,5125745,0,144000.0,-1779,1,0,1,0,1,1
43467,5125746,0,144000.0,-1779,1,0,1,0,1,1
43468,5125747,0,292500.0,365243,1,0,0,0,1,0
43470,5125749,0,99000.0,-3360,1,1,1,0,1,0
43471,5125750,0,99000.0,-3360,1,1,1,0,1,0
43472,5125751,0,99000.0,-3360,1,1,1,0,0,0
43474,5125752,1,292500.0,-348,1,1,1,0,0,0
43475,5125754,1,225000.0,-1261,1,0,0,1,1,1
43478,5125758,1,225000.0,-1261,1,0,0,1,1,1
43479,5125764,1,135000.0,-1626,1,0,1,0,1,1
43480,5125766,1,112500.0,-1656,1,0,0,0,0,0
43481,5125768,1,180000.0,-2083,1,0,0,0,0,0
43482,5125769,1,180000.0,-2083,1,0,0,0,1,0
43485,5125775,0,112500.0,-469,1,0,0,0,1,0
43489,5125781,0,112500.0,-469,1,0,0,0,1,0
43490,5125782,0,112500.0,-469,1,0,0,0,1,0
43491,5125783,0,112500.0,-469,1,0,0,0,0,0
43492,5125784,0,112500.0,-469,1,0,0,0,1,0
43494,5125786,0,112500.0,-469,1,0,0,0,1,0
43495,5125787,0,112500.0,-469,1,0,0,0,1,0
43503,5125796,1,157500.0,-2448,1,0,1,0,1,0
43504,5125797,0,157500.0,-925,1,1,1,0,0,0
43505,5125798,0,157500.0,-925,1,1,1,0,1,0
43507,5125800,0,157500.0,-925,1,1,1,0,0,0
43508,5125802,0,157500.0,-925,1,1,1,0,1,0
43510,5125804,0,270000.0,-2052,1,0,0,1,0,0
43511,5125805,0,270000.0,-2052,1,0,0,1,0,0
43516,5125809,0,225000.0,-2083,1,1,1,0,1,1
43517,5125810,0,225000.0,-2083,1,1,1,0,1,1
43518,5125811,0,225000.0,-2083,1,1,1,0,1,1
43519,5125812,0,225000.0,-2083,1,1,1,0,1,1
43520,5125813,0,225000.0,-2083,1,1,1,0,1,1
43521,5125815,0,450000.0,-5521,1,1,1,0,1,0
43523,5125819,2,157500.0,-4244,1,1,1,0,1,0
43524,5125822,2,157500.0,-4244,1,1,1,0,1,0
43525,5125824,2,157500.0,-4244,1,1,1,0,1,0
43526,5125826,0,360000.0,-4031,1,0,1,0,1,1
43528,5125828,0,360000.0,-4031,1,0,1,0,1,1
43531,5125831,0,270000.0,-195,1,0,0,1,1,1
43533,5125835,0,270000.0,-2448,1,0,0,0,1,1
43534,5125836,0,382500.0,-1748,1,0,1,0,1,1
43535,5125837,0,382500.0,-1748,1,0,1,0,1,1
43537,5125841,0,382500.0,-1748,1,0,1,0,1,1
43538,5125842,0,382500.0,-1748,1,0,1,0,1,1
43546,5125852,0,234000.0,-1626,1,1,0,0,0,0
43548,5125854,0,234000.0,-1626,1,1,0,0,1,0
43551,5125859,0,382500.0,-1534,1,0,1,0,1,1
43552,5125860,0,382500.0,-1534,1,0,1,0,0,1
43553,5125862,1,112500.0,-104,1,1,0,0,1,1
43554,5125863,0,117000.0,-165,1,0,0,1,1,1
43555,5125864,0,117000.0,-165,1,0,0,1,1,1
43557,5125866,0,117000.0,-165,1,0,0,1,1,1
43558,5125867,0,315000.0,-11183,1,0,1,1,1,1
43559,5125868,0,315000.0,-11183,1,0,1,1,1,1
43561,5125870,0,315000.0,-11183,1,0,1,1,0,1
43565,5125875,0,157500.0,-318,1,0,0,0,1,0
43566,5125876,2,180000.0,-1169,1,0,0,1,1,0
43567,5125877,2,180000.0,-1169,1,0,0,1,1,0
43568,5125878,2,180000.0,-1169,1,0,0,1,0,0
43570,5125880,2,180000.0,-1169,1,0,0,1,1,0
43571,5125881,2,180000.0,-1169,1,0,0,1,1,0
43572,5125882,2,180000.0,-1169,1,0,0,1,1,0
43573,5125883,2,180000.0,-1169,1,0,0,1,1,0
43575,5125884,0,135000.0,-3452,1,1,0,1,1,1
43576,5125885,0,135000.0,-3452,1,1,0,1,1,1
43578,5125888,0,112500.0,-925,1,0,1,0,1,0
43579,5125889,0,112500.0,-925,1,0,1,0,1,0
43580,5125890,0,112500.0,-925,1,0,1,0,1,0
43582,5125892,0,112500.0,-925,1,0,1,0,1,0
43587,5125899,0,675000.0,365243,1,0,0,0,1,0
43590,5125902,0,103500.0,-3240,1,0,0,0,1,0
43591,5125905,0,517500.0,-287,1,0,0,0,1,1
43592,5125906,0,517500.0,-287,1,0,0,0,1,1
43594,5125908,0,517500.0,-287,1,0,0,0,1,1
43596,5125910,0,135000.0,-3756,1,0,0,0,1,0
43597,5125911,0,135000.0,-3756,1,0,0,0,1,0
43599,5125914,0,157500.0,-2936,1,0,0,0,1,0
43601,5125917,0,157500.0,-2936,1,0,0,0,1,0
43602,5125918,0,157500.0,-2936,1,0,0,0,1,0
43603,5125919,0,157500.0,-2936,1,0,0,0,1,0
43604,5125920,0,157500.0,-2936,1,0,0,0,0,0
43605,5125921,0,157500.0,-2936,1,0,0,0,0,0
43606,5125922,0,157500.0,-2936,1,0,0,0,1,0
43607,5125924,0,166500.0,-348,1,0,0,0,0,0
43608,5125926,0,540000.0,-104,1,0,1,1,0,0
43609,5125927,1,135000.0,-652,1,0,0,0,1,1
43610,5125928,1,135000.0,-652,1,0,0,0,1,1
43612,5125930,1,135000.0,-652,1,0,0,0,1,1
43613,5125932,0,360000.0,-2844,1,0,0,0,1,1
43614,5125933,0,157500.0,-134,1,0,0,0,1,1
43615,5125934,2,135000.0,-1868,1,1,0,0,1,0
43616,5125935,2,135000.0,-1868,1,1,0,0,0,0
43618,5125937,0,112500.0,-560,1,0,0,0,1,0
43619,5125938,0,112500.0,-560,1,0,0,0,1,0
43620,5125939,0,112500.0,-560,1,0,0,0,1,0
43623,5125940,0,900000.0,-1169,1,0,1,0,0,0
43624,5125945,0,135000.0,-2599,1,0,0,0,1,0
43625,5125946,0,135000.0,-2599,1,0,0,0,1,0
43626,5125949,0,135000.0,-2599,1,0,0,0,1,0
43627,5125950,0,135000.0,-2599,1,0,0,0,1,0
43634,5125956,0,166500.0,-2722,1,0,1,0,1,0
43635,5125959,0,166500.0,-2722,1,0,1,0,1,0
43636,5125961,0,166500.0,-2722,1,0,1,0,1,0
43637,5125965,0,202500.0,-1109,1,0,0,0,1,1
43638,5125966,0,202500.0,-1109,1,0,0,0,1,1
43639,5125967,0,202500.0,-1109,1,0,0,0,0,1
43641,5125970,0,202500.0,-1109,1,0,0,0,1,1
43642,5125971,0,202500.0,-1109,1,0,0,0,1,1
43643,5125972,0,202500.0,-1109,1,0,0,0,1,1
43644,5125974,0,54000.0,-1899,1,1,0,0,1,1
43645,5125976,0,247500.0,-2233,1,0,1,0,1,1
43648,5125979,0,148500.0,-1230,1,0,1,1,1,1
43649,5125980,0,148500.0,-1230,1,0,1,1,1,1
43653,5125984,1,135000.0,-2539,1,0,0,0,1,1
43654,5125985,1,135000.0,-2539,1,0,0,0,0,1
43656,5125987,1,135000.0,-2539,1,0,0,0,1,1
43659,5125992,1,225000.0,-1779,1,1,1,0,1,0
43660,5125993,1,225000.0,-1779,1,1,1,0,1,0
43662,5125995,0,180000.0,-744,1,1,1,0,1,0
43663,5125996,0,180000.0,-744,1,1,1,0,1,0
43664,5125998,0,180000.0,-744,1,1,1,0,1,0
43665,5126001,2,171000.0,-1230,1,0,0,0,0,1
43667,5126003,2,171000.0,-1230,1,0,0,0,0,1
43671,5126007,2,171000.0,-1230,1,0,0,0,1,1
43675,5126010,0,270000.0,-1444,1,1,1,0,1,0
43676,5126011,0,270000.0,-1444,1,1,1,0,1,0
43677,5126013,0,270000.0,-1444,1,1,1,0,0,0
43678,5126014,0,270000.0,-1444,1,1,1,0,1,0
43679,5126015,1,112500.0,-2661,1,1,1,0,0,0
43680,5126016,1,112500.0,-2661,1,1,1,0,1,0
43684,5126020,1,112500.0,-2661,1,1,1,0,1,0
43685,5126021,1,112500.0,-2661,1,1,1,0,1,0
43686,5126022,1,112500.0,-2661,1,1,1,0,1,0
43687,5126023,0,90000.0,-834,1,1,0,0,1,1
43690,5126025,0,306000.0,-1656,1,0,1,1,0,1
43691,5126026,0,306000.0,-1656,1,0,1,1,0,1
43692,5126027,0,306000.0,-1656,1,0,1,1,1,1
43693,5126028,0,108000.0,-925,1,0,0,1,0,0
43695,5126033,0,108000.0,-925,1,0,0,1,1,0
43696,5126034,0,108000.0,-925,1,0,0,1,1,0
43697,5126035,0,108000.0,-925,1,0,0,1,1,0
43698,5126036,0,108000.0,-925,1,0,0,1,1,0
43700,5126039,2,112500.0,-1840,1,1,0,0,1,1
43702,5126041,2,112500.0,-1840,1,1,0,0,1,1
43704,5126043,2,112500.0,-1840,1,1,0,0,0,1
43706,5126046,0,121500.0,-3605,1,1,1,0,1,1
43707,5126047,0,121500.0,-3605,1,1,1,0,0,1
43709,5126050,1,67500.0,-5370,1,1,0,0,0,0
43710,5126051,1,67500.0,-5370,1,1,0,0,1,0
43711,5126052,1,67500.0,-5370,1,1,0,0,1,0
43712,5126053,1,67500.0,-5370,1,1,0,0,1,0
43713,5126054,1,67500.0,-5370,1,1,0,0,1,0
43714,5126057,1,67500.0,-5370,1,1,0,0,1,0
43715,5126058,1,67500.0,-5370,1,1,0,0,1,0
43717,5126060,1,67500.0,-5370,1,1,0,0,1,0
43719,5126062,1,360000.0,-1534,1,1,1,0,1,1
43721,5126064,0,94500.0,-1930,1,1,0,0,1,0
43722,5126065,0,94500.0,-1930,1,1,0,0,1,0
43724,5126067,0,135000.0,-1656,1,1,1,0,1,0
43726,5126069,0,450000.0,-5583,1,1,1,0,0,1
43727,5126071,2,157500.0,-2478,1,0,0,1,0,0
43728,5126073,0,225000.0,-1169,1,1,1,0,1,0
43729,5126074,0,225000.0,-1169,1,1,1,0,1,0
43730,5126075,0,112500.0,-1991,1,1,1,0,1,1
43731,5126076,0,112500.0,-1991,1,1,1,0,1,1
43732,5126077,0,112500.0,-1991,1,1,1,0,1,1
43735,5126078,1,112500.0,-2599,1,0,0,0,0,0
43736,5126079,1,112500.0,-2599,1,0,0,0,1,0
43737,5126080,1,112500.0,-2599,1,0,0,0,1,0
43740,5126083,1,112500.0,-2599,1,0,0,0,1,0
43743,5126087,0,360000.0,-5431,1,1,1,0,1,1
43744,5126088,0,360000.0,-5431,1,1,1,0,0,1
43746,5126090,0,360000.0,-5431,1,1,1,0,1,1
43748,5126091,0,157500.0,365243,1,0,1,0,1,0
43749,5126092,0,157500.0,365243,1,0,1,0,0,0
43751,5126094,0,157500.0,365243,1,0,1,0,0,0
43752,5126095,0,157500.0,365243,1,0,1,0,0,0
43753,5126096,0,157500.0,365243,1,0,1,0,1,0
43754,5126097,0,157500.0,365243,1,0,1,0,0,0
43757,5126099,0,157500.0,-1534,1,1,1,0,1,0
43758,5126100,0,112500.0,365243,1,0,1,0,1,0
43760,5126102,0,112500.0,365243,1,0,1,0,1,0
43761,5126103,0,112500.0,365243,1,0,1,0,1,0
43762,5126104,0,112500.0,365243,1,0,1,0,1,0
43764,5126105,0,112500.0,-13010,1,1,0,0,1,0
43766,5126110,0,90000.0,-379,1,1,0,0,0,0
43767,5126111,0,180000.0,-4123,1,1,0,0,1,1
43770,5126114,0,180000.0,-4123,1,1,0,0,1,1
43774,5126118,0,360000.0,-1688,1,1,1,0,0,0
43775,5126119,0,360000.0,-1688,1,1,1,0,1,0
43776,5126121,0,72000.0,-227,1,1,1,0,0,0
43777,5126122,0,72000.0,-227,1,1,1,0,1,0
43779,5126124,0,72000.0,-227,1,1,1,0,0,0
43780,5126125,0,72000.0,-227,1,1,1,0,1,0
43781,5126126,0,72000.0,-227,1,1,1,0,0,0
43782,5126127,0,72000.0,-227,1,1,1,0,0,0
43783,5126128,0,72000.0,-227,1,1,1,0,1,0
43784,5126129,2,202500.0,-3787,1,0,0,0,0,1
43785,5126130,2,202500.0,-3787,1,0,0,0,0,1
43786,5126134,2,202500.0,-3787,1,0,0,0,0,1
43787,5126135,2,202500.0,-3787,1,0,0,0,0,1
43788,5126136,2,202500.0,-3787,1,0,0,0,1,1
43789,5126137,2,202500.0,-3787,1,0,0,0,1,1
43790,5126138,2,202500.0,-3787,1,0,0,0,1,1
43792,5126142,2,202500.0,-3787,1,0,0,0,1,1
43793,5126143,2,202500.0,-3787,1,0,0,0,1,1
43794,5126144,2,202500.0,-3787,1,0,0,0,0,1
43795,5126145,2,202500.0,-3787,1,0,0,0,1,1
43797,5126147,2,202500.0,-3787,1,0,0,0,0,1
43798,5126149,0,67500.0,365243,1,0,1,0,0,0
43800,5126151,0,67500.0,365243,1,0,1,0,0,0
43802,5126153,0,135000.0,-500,1,1,1,0,1,0
43805,5126157,0,180000.0,-288,1,1,1,0,1,1
43806,5126158,0,180000.0,-288,1,1,1,0,0,1
43809,5126163,0,144000.0,365243,1,0,1,0,1,0
43810,5126164,0,144000.0,365243,1,0,1,0,1,0
43811,5126166,2,112500.0,-714,1,0,1,0,1,0
43812,5126167,2,112500.0,-714,1,0,1,0,1,0
43813,5126168,2,112500.0,-714,1,0,1,0,1,0
43814,5126169,2,112500.0,-714,1,0,1,0,1,0
43816,5126171,1,121500.0,-1323,1,1,0,0,1,1
43817,5126174,0,27000.0,-5067,1,1,0,0,1,0
43818,5126175,0,27000.0,-5067,1,1,0,0,1,0
43820,5126177,0,270000.0,-408,1,1,1,0,1,1
43821,5126178,0,270000.0,-408,1,1,1,0,1,1
43822,5126180,0,270000.0,-408,1,1,1,0,0,1
43824,5126185,0,94500.0,365243,1,0,1,1,1,0
43825,5126186,0,94500.0,365243,1,0,1,1,1,0
43827,5126188,0,270000.0,-623,1,1,0,0,1,1
43832,5126193,0,270000.0,-623,1,1,0,0,0,1
43833,5126194,0,270000.0,-623,1,1,0,0,1,1
43834,5126195,0,270000.0,-623,1,1,0,0,1,1
43836,5126197,0,270000.0,-2206,1,0,1,0,1,0
43837,5126198,0,270000.0,-2206,1,0,1,0,1,0
43839,5126200,0,270000.0,-2206,1,0,1,0,1,0
43840,5126201,0,270000.0,-2206,1,0,1,0,1,0
43842,5126203,0,270000.0,-2206,1,0,1,0,1,0
43844,5126205,0,270000.0,-2206,1,0,1,0,1,0
43847,5126210,0,162000.0,365243,1,0,0,0,0,1
43848,5126211,0,162000.0,365243,1,0,0,0,0,1
43850,5126218,0,990000.0,-2357,1,1,1,0,0,0
43851,5126219,0,990000.0,-2357,1,1,1,0,0,0
43852,5126220,0,990000.0,-2357,1,1,1,0,0,0
43855,5126224,0,180000.0,365243,1,0,0,0,1,0
43856,5126227,0,180000.0,365243,1,0,0,0,1,0
43857,5126228,0,180000.0,365243,1,0,0,0,0,0
43858,5126230,0,180000.0,365243,1,0,0,0,1,0
43860,5126236,0,135000.0,-957,1,0,1,0,0,0
43861,5126238,0,216000.0,-561,1,1,0,0,1,0
43862,5126239,0,216000.0,-561,1,1,0,0,1,0
43863,5126240,0,216000.0,-561,1,1,0,0,1,0
43867,5126247,0,216000.0,-561,1,1,0,0,1,0
43868,5126248,0,216000.0,-561,1,1,0,0,1,0
43869,5126249,0,216000.0,-561,1,1,0,0,1,0
43871,5126252,0,216000.0,-561,1,1,0,0,1,0
43876,5126255,0,112500.0,-470,1,0,1,0,1,0
43877,5126256,0,112500.0,-470,1,0,1,0,0,0
43878,5126257,0,112500.0,-470,1,0,1,0,0,0
43879,5126258,0,112500.0,-470,1,0,1,0,1,0
43881,5126259,2,72000.0,-2265,1,1,0,0,1,0
43882,5126260,2,72000.0,-2265,1,1,0,0,0,0
43883,5126261,2,72000.0,-2265,1,1,0,0,0,0
43884,5126262,2,72000.0,-2265,1,1,0,0,1,0
43887,5126263,2,157500.0,-2662,1,1,1,0,0,1
43892,5126268,2,157500.0,-2662,1,1,1,0,1,1
43894,5126270,2,157500.0,-2662,1,1,1,0,1,1
43895,5126271,0,67500.0,-5522,1,0,0,0,1,0
43896,5126272,0,67500.0,-5522,1,0,0,0,1,0
